province,year,month,month_name,parameter,value
BENGKULU,2020,11,NOV,RH2M,87.07
BENGKULU,2020,12,DEC,RH2M,86.88
BENGKULU,2021,1,JAN,RH2M,85.27
BENGKULU,2021,2,FEB,RH2M,85.23
BENGKULU,2021,3,MAR,RH2M,84.24
BENGKULU,2021,4,APR,RH2M,85.12
BENGKULU,2021,5,MAY,RH2M,85.88
BENGKULU,2021,6,JUN,RH2M,85.59
BENGKULU,2021,7,JUL,RH2M,82.63
BENGKULU,2021,8,AUG,RH2M,84.79
BENGKULU,2021,9,SEP,RH2M,85.82
BENGKULU,2021,10,OCT,RH2M,87.64
BENGKULU,2021,11,NOV,RH2M,86.05
BENGKULU,2021,12,DEC,RH2M,85.82
BENGKULU,2022,1,JAN,RH2M,84.65
BENGKULU,2022,2,FEB,RH2M,84.37
BENGKULU,2022,3,MAR,RH2M,84.22
BENGKULU,2022,4,APR,RH2M,84.77
BENGKULU,2022,5,MAY,RH2M,85.28
BENGKULU,2022,6,JUN,RH2M,87.13
BENGKULU,2022,7,JUL,RH2M,84.38
BENGKULU,2022,8,AUG,RH2M,86.65
BENGKULU,2022,9,SEP,RH2M,85.76
BENGKULU,2022,10,OCT,RH2M,88.39
BENGKULU,2022,11,NOV,RH2M,88.45
BENGKULU,2022,12,DEC,RH2M,85.96
BENGKULU,2023,1,JAN,RH2M,87.56
BENGKULU,2023,2,FEB,RH2M,86.06
BENGKULU,2023,3,MAR,RH2M,86.23
BENGKULU,2023,4,APR,RH2M,85.35
BENGKULU,2023,5,MAY,RH2M,85.54
BENGKULU,2023,6,JUN,RH2M,86.68
BENGKULU,2023,7,JUL,RH2M,87.22
BENGKULU,2023,8,AUG,RH2M,86.59
BENGKULU,2023,9,SEP,RH2M,83.3
BENGKULU,2023,10,OCT,RH2M,80.75
BENGKULU,2023,11,NOV,RH2M,89.02
BENGKULU,2023,12,DEC,RH2M,87.77
BENGKULU,2024,1,JAN,RH2M,85.97
BENGKULU,2024,2,FEB,RH2M,85.37
BENGKULU,2024,3,MAR,RH2M,86.42
BENGKULU,2024,4,APR,RH2M,87.18
BENGKULU,2024,5,MAY,RH2M,86.06
BENGKULU,2024,6,JUN,RH2M,85.15
BENGKULU,2024,7,JUL,RH2M,84.93
BENGKULU,2024,8,AUG,RH2M,85.68
BENGKULU,2024,9,SEP,RH2M,81.71
BENGKULU,2024,10,OCT,RH2M,79.59
BENGKULU,2024,11,NOV,RH2M,85.93
BENGKULU,2024,12,DEC,RH2M,87.35
BENGKULU,2010,1,JAN,T2M,25.52
BENGKULU,2010,2,FEB,T2M,26.16
BENGKULU,2010,3,MAR,T2M,25.85
BENGKULU,2010,4,APR,T2M,26.51
BENGKULU,2010,5,MAY,T2M,27.12
BENGKULU,2010,6,JUN,T2M,26.29
BENGKULU,2010,7,JUL,T2M,25.77
BENGKULU,2010,8,AUG,T2M,25.93
BENGKULU,2010,9,SEP,T2M,25.52
BENGKULU,2010,10,OCT,T2M,25.09
BENGKULU,2010,11,NOV,T2M,24.96
BENGKULU,2010,12,DEC,T2M,24.65
BENGKULU,2011,1,JAN,T2M,25.2
BENGKULU,2011,2,FEB,T2M,25.63
BENGKULU,2011,3,MAR,T2M,25.22
BENGKULU,2011,4,APR,T2M,25.79
BENGKULU,2011,5,MAY,T2M,25.98
BENGKULU,2011,6,JUN,T2M,25.87
BENGKULU,2011,7,JUL,T2M,25.63
BENGKULU,2011,8,AUG,T2M,25.28
BENGKULU,2011,9,SEP,T2M,25.1
BENGKULU,2011,10,OCT,T2M,26.15
BENGKULU,2011,11,NOV,T2M,25.56
BENGKULU,2011,12,DEC,T2M,25.85
BENGKULU,2012,1,JAN,T2M,25.38
BENGKULU,2012,2,FEB,T2M,25.58
BENGKULU,2012,3,MAR,T2M,25.43
BENGKULU,2012,4,APR,T2M,25.69
BENGKULU,2012,5,MAY,T2M,26.38
BENGKULU,2012,6,JUN,T2M,26.22
BENGKULU,2012,7,JUL,T2M,25.57
BENGKULU,2012,8,AUG,T2M,25.87
BENGKULU,2012,9,SEP,T2M,25.2
BENGKULU,2012,10,OCT,T2M,25.99
BENGKULU,2012,11,NOV,T2M,25.58
BENGKULU,2012,12,DEC,T2M,25.1
BENGKULU,2013,1,JAN,T2M,25.38
BENGKULU,2013,2,FEB,T2M,25.4
BENGKULU,2013,3,MAR,T2M,26.46
BENGKULU,2013,4,APR,T2M,26.08
BENGKULU,2013,5,MAY,T2M,26.46
BENGKULU,2013,6,JUN,T2M,25.97
BENGKULU,2013,7,JUL,T2M,25.3
BENGKULU,2013,8,AUG,T2M,25.67
BENGKULU,2013,9,SEP,T2M,25.32
BENGKULU,2013,10,OCT,T2M,25.49
BENGKULU,2013,11,NOV,T2M,25.21
BENGKULU,2013,12,DEC,T2M,25.25
BENGKULU,2014,1,JAN,T2M,25.33
BENGKULU,2014,2,FEB,T2M,25.93
BENGKULU,2014,3,MAR,T2M,26.58
BENGKULU,2014,4,APR,T2M,25.91
BENGKULU,2014,5,MAY,T2M,26.87
BENGKULU,2014,6,JUN,T2M,26.43
BENGKULU,2014,7,JUL,T2M,25.9
BENGKULU,2014,8,AUG,T2M,25.9
BENGKULU,2014,9,SEP,T2M,25.88
BENGKULU,2014,10,OCT,T2M,26.13
BENGKULU,2014,11,NOV,T2M,25.45
BENGKULU,2014,12,DEC,T2M,25.14
BENGKULU,2015,1,JAN,T2M,25.32
BENGKULU,2015,2,FEB,T2M,25.98
BENGKULU,2015,3,MAR,T2M,26.06
BENGKULU,2015,4,APR,T2M,25.81
BENGKULU,2015,5,MAY,T2M,26.74
BENGKULU,2015,6,JUN,T2M,26.55
BENGKULU,2015,7,JUL,T2M,25.97
BENGKULU,2015,8,AUG,T2M,26.18
BENGKULU,2015,9,SEP,T2M,25.94
BENGKULU,2015,10,OCT,T2M,27.3
BENGKULU,2015,11,NOV,T2M,26.28
BENGKULU,2015,12,DEC,T2M,25.77
BENGKULU,2016,1,JAN,T2M,26.85
BENGKULU,2016,2,FEB,T2M,26.29
BENGKULU,2016,3,MAR,T2M,26.53
BENGKULU,2016,4,APR,T2M,26.95
BENGKULU,2016,5,MAY,T2M,26.83
BENGKULU,2016,6,JUN,T2M,26.33
BENGKULU,2016,7,JUL,T2M,26.12
BENGKULU,2016,8,AUG,T2M,25.72
BENGKULU,2016,9,SEP,T2M,25.49
BENGKULU,2016,10,OCT,T2M,25.01
BENGKULU,2016,11,NOV,T2M,25.28
BENGKULU,2016,12,DEC,T2M,25.28
BENGKULU,2017,1,JAN,T2M,25.39
BENGKULU,2017,2,FEB,T2M,25.38
BENGKULU,2017,3,MAR,T2M,25.85
BENGKULU,2017,4,APR,T2M,25.83
BENGKULU,2017,5,MAY,T2M,26.61
BENGKULU,2017,6,JUN,T2M,26.2
BENGKULU,2017,7,JUL,T2M,25.71
BENGKULU,2017,8,AUG,T2M,25.8
BENGKULU,2017,9,SEP,T2M,25.87
BENGKULU,2017,10,OCT,T2M,25.77
BENGKULU,2017,11,NOV,T2M,25.58
BENGKULU,2017,12,DEC,T2M,25.61
BENGKULU,2018,1,JAN,T2M,25.18
BENGKULU,2018,2,FEB,T2M,25.81
BENGKULU,2018,3,MAR,T2M,25.89
BENGKULU,2018,4,APR,T2M,26.67
BENGKULU,2018,5,MAY,T2M,27.09
BENGKULU,2018,6,JUN,T2M,26.35
BENGKULU,2018,7,JUL,T2M,25.49
BENGKULU,2018,8,AUG,T2M,25.25
BENGKULU,2018,9,SEP,T2M,25.49
BENGKULU,2018,10,OCT,T2M,25.91
BENGKULU,2018,11,NOV,T2M,25.59
BENGKULU,2018,12,DEC,T2M,25.36
BENGKULU,2019,1,JAN,T2M,26.04
BENGKULU,2019,2,FEB,T2M,26.53
BENGKULU,2019,3,MAR,T2M,26.27
BENGKULU,2019,4,APR,T2M,26.49
BENGKULU,2019,5,MAY,T2M,26.92
BENGKULU,2019,6,JUN,T2M,26.47
BENGKULU,2019,7,JUL,T2M,25.82
BENGKULU,2019,8,AUG,T2M,24.92
BENGKULU,2019,9,SEP,T2M,25.44
BENGKULU,2019,10,OCT,T2M,25.57
BENGKULU,2019,11,NOV,T2M,26.28
BENGKULU,2019,12,DEC,T2M,26.03
BENGKULU,2020,1,JAN,T2M,26.62
BENGKULU,2020,2,FEB,T2M,26.95
BENGKULU,2020,3,MAR,T2M,26.51
BENGKULU,2020,4,APR,T2M,26.79
BENGKULU,2020,5,MAY,T2M,26.75
BENGKULU,2020,6,JUN,T2M,26.63
BENGKULU,2020,7,JUL,T2M,26.48
BENGKULU,2020,8,AUG,T2M,26.22
BENGKULU,2020,9,SEP,T2M,26.21
BENGKULU,2020,10,OCT,T2M,25.5
BENGKULU,2020,11,NOV,T2M,25.87
BENGKULU,2020,12,DEC,T2M,25.22
BENGKULU,2021,1,JAN,T2M,25.74
BENGKULU,2021,2,FEB,T2M,26.05
BENGKULU,2021,3,MAR,T2M,25.84
BENGKULU,2021,4,APR,T2M,26.1
BENGKULU,2021,5,MAY,T2M,26.76
BENGKULU,2021,6,JUN,T2M,25.92
BENGKULU,2021,7,JUL,T2M,26.07
BENGKULU,2021,8,AUG,T2M,26.07
BENGKULU,2021,9,SEP,T2M,26.05
BENGKULU,2021,10,OCT,T2M,25.67
BENGKULU,2021,11,NOV,T2M,25.36
BENGKULU,2021,12,DEC,T2M,25.78
BENGKULU,2022,1,JAN,T2M,25.99
BENGKULU,2022,2,FEB,T2M,25.7
BENGKULU,2022,3,MAR,T2M,26.05
BENGKULU,2022,4,APR,T2M,26.24
BENGKULU,2022,5,MAY,T2M,26.51
BENGKULU,2022,6,JUN,T2M,25.66
BENGKULU,2022,7,JUL,T2M,26.02
BENGKULU,2022,8,AUG,T2M,25.93
BENGKULU,2022,9,SEP,T2M,25.49
BENGKULU,2022,10,OCT,T2M,25.1
BENGKULU,2022,11,NOV,T2M,25.17
BENGKULU,2022,12,DEC,T2M,25.32
BENGKULU,2023,1,JAN,T2M,25.17
BENGKULU,2023,2,FEB,T2M,25.49
BENGKULU,2023,3,MAR,T2M,26.0
BENGKULU,2023,4,APR,T2M,26.38
BENGKULU,2023,5,MAY,T2M,26.82
BENGKULU,2023,6,JUN,T2M,26.69
BENGKULU,2023,7,JUL,T2M,26.02
BENGKULU,2023,8,AUG,T2M,25.91
BENGKULU,2023,9,SEP,T2M,25.22
BENGKULU,2023,10,OCT,T2M,26.33
BENGKULU,2023,11,NOV,T2M,25.67
BENGKULU,2023,12,DEC,T2M,25.89
BENGKULU,2024,1,JAN,T2M,26.26
BENGKULU,2024,2,FEB,T2M,26.89
BENGKULU,2024,3,MAR,T2M,26.79
BENGKULU,2024,4,APR,T2M,27.29
BENGKULU,2024,5,MAY,T2M,27.61
BENGKULU,2024,6,JUN,T2M,26.91
BENGKULU,2024,7,JUL,T2M,26.57
BENGKULU,2024,8,AUG,T2M,26.38
BENGKULU,2024,9,SEP,T2M,26.67
BENGKULU,2024,10,OCT,T2M,27.15
BENGKULU,2024,11,NOV,T2M,26.04
BENGKULU,2024,12,DEC,T2M,25.89
BENGKULU,2010,1,JAN,T2M_MAX,29.92
BENGKULU,2010,2,FEB,T2M_MAX,30.55
BENGKULU,2010,3,MAR,T2M_MAX,29.91
BENGKULU,2010,4,APR,T2M_MAX,30.14
BENGKULU,2010,5,MAY,T2M_MAX,31.15
BENGKULU,2010,6,JUN,T2M_MAX,30.28
BENGKULU,2010,7,JUL,T2M_MAX,29.73
BENGKULU,2010,8,AUG,T2M_MAX,30.24
BENGKULU,2010,9,SEP,T2M_MAX,29.77
BENGKULU,2010,10,OCT,T2M_MAX,28.92
BENGKULU,2010,11,NOV,T2M_MAX,28.46
BENGKULU,2010,12,DEC,T2M_MAX,28.29
BENGKULU,2011,1,JAN,T2M_MAX,28.8
BENGKULU,2011,2,FEB,T2M_MAX,29.45
BENGKULU,2011,3,MAR,T2M_MAX,29.0
BENGKULU,2011,4,APR,T2M_MAX,29.48
BENGKULU,2011,5,MAY,T2M_MAX,29.24
BENGKULU,2011,6,JUN,T2M_MAX,30.22
BENGKULU,2011,7,JUL,T2M_MAX,29.17
BENGKULU,2011,8,AUG,T2M_MAX,29.33
BENGKULU,2011,9,SEP,T2M_MAX,30.28
BENGKULU,2011,10,OCT,T2M_MAX,32.31
BENGKULU,2011,11,NOV,T2M_MAX,30.69
BENGKULU,2011,12,DEC,T2M_MAX,29.84
BENGKULU,2012,1,JAN,T2M_MAX,30.18
BENGKULU,2012,2,FEB,T2M_MAX,29.39
BENGKULU,2012,3,MAR,T2M_MAX,29.84
BENGKULU,2012,4,APR,T2M_MAX,29.96
BENGKULU,2012,5,MAY,T2M_MAX,30.07
BENGKULU,2012,6,JUN,T2M_MAX,29.74
BENGKULU,2012,7,JUL,T2M_MAX,29.7
BENGKULU,2012,8,AUG,T2M_MAX,30.22
BENGKULU,2012,9,SEP,T2M_MAX,29.93
BENGKULU,2012,10,OCT,T2M_MAX,31.09
BENGKULU,2012,11,NOV,T2M_MAX,29.87
BENGKULU,2012,12,DEC,T2M_MAX,29.18
BENGKULU,2013,1,JAN,T2M_MAX,29.63
BENGKULU,2013,2,FEB,T2M_MAX,29.64
BENGKULU,2013,3,MAR,T2M_MAX,30.52
BENGKULU,2013,4,APR,T2M_MAX,29.83
BENGKULU,2013,5,MAY,T2M_MAX,30.64
BENGKULU,2013,6,JUN,T2M_MAX,29.69
BENGKULU,2013,7,JUL,T2M_MAX,28.67
BENGKULU,2013,8,AUG,T2M_MAX,29.89
BENGKULU,2013,9,SEP,T2M_MAX,30.13
BENGKULU,2013,10,OCT,T2M_MAX,29.37
BENGKULU,2013,11,NOV,T2M_MAX,28.96
BENGKULU,2013,12,DEC,T2M_MAX,28.85
BENGKULU,2014,1,JAN,T2M_MAX,29.32
BENGKULU,2014,2,FEB,T2M_MAX,30.01
BENGKULU,2014,3,MAR,T2M_MAX,30.73
BENGKULU,2014,4,APR,T2M_MAX,30.52
BENGKULU,2014,5,MAY,T2M_MAX,30.86
BENGKULU,2014,6,JUN,T2M_MAX,30.71
BENGKULU,2014,7,JUL,T2M_MAX,29.32
BENGKULU,2014,8,AUG,T2M_MAX,30.35
BENGKULU,2014,9,SEP,T2M_MAX,30.19
BENGKULU,2014,10,OCT,T2M_MAX,30.98
BENGKULU,2014,11,NOV,T2M_MAX,30.05
BENGKULU,2014,12,DEC,T2M_MAX,29.71
BENGKULU,2015,1,JAN,T2M_MAX,29.44
BENGKULU,2015,2,FEB,T2M_MAX,29.94
BENGKULU,2015,3,MAR,T2M_MAX,30.88
BENGKULU,2015,4,APR,T2M_MAX,30.85
BENGKULU,2015,5,MAY,T2M_MAX,30.59
BENGKULU,2015,6,JUN,T2M_MAX,30.61
BENGKULU,2015,7,JUL,T2M_MAX,30.92
BENGKULU,2015,8,AUG,T2M_MAX,31.21
BENGKULU,2015,9,SEP,T2M_MAX,32.08
BENGKULU,2015,10,OCT,T2M_MAX,33.42
BENGKULU,2015,11,NOV,T2M_MAX,31.63
BENGKULU,2015,12,DEC,T2M_MAX,30.66
BENGKULU,2016,1,JAN,T2M_MAX,30.95
BENGKULU,2016,2,FEB,T2M_MAX,30.89
BENGKULU,2016,3,MAR,T2M_MAX,30.76
BENGKULU,2016,4,APR,T2M_MAX,31.31
BENGKULU,2016,5,MAY,T2M_MAX,30.75
BENGKULU,2016,6,JUN,T2M_MAX,30.22
BENGKULU,2016,7,JUL,T2M_MAX,29.86
BENGKULU,2016,8,AUG,T2M_MAX,29.14
BENGKULU,2016,9,SEP,T2M_MAX,29.52
BENGKULU,2016,10,OCT,T2M_MAX,28.68
BENGKULU,2016,11,NOV,T2M_MAX,29.31
BENGKULU,2016,12,DEC,T2M_MAX,29.67
BENGKULU,2017,1,JAN,T2M_MAX,29.48
BENGKULU,2017,2,FEB,T2M_MAX,29.62
BENGKULU,2017,3,MAR,T2M_MAX,30.55
BENGKULU,2017,4,APR,T2M_MAX,29.1
BENGKULU,2017,5,MAY,T2M_MAX,30.12
BENGKULU,2017,6,JUN,T2M_MAX,30.48
BENGKULU,2017,7,JUL,T2M_MAX,29.67
BENGKULU,2017,8,AUG,T2M_MAX,29.75
BENGKULU,2017,9,SEP,T2M_MAX,30.19
BENGKULU,2017,10,OCT,T2M_MAX,30.49
BENGKULU,2017,11,NOV,T2M_MAX,28.88
BENGKULU,2017,12,DEC,T2M_MAX,28.8
BENGKULU,2018,1,JAN,T2M_MAX,29.18
BENGKULU,2018,2,FEB,T2M_MAX,29.82
BENGKULU,2018,3,MAR,T2M_MAX,30.69
BENGKULU,2018,4,APR,T2M_MAX,30.78
BENGKULU,2018,5,MAY,T2M_MAX,30.59
BENGKULU,2018,6,JUN,T2M_MAX,30.22
BENGKULU,2018,7,JUL,T2M_MAX,29.12
BENGKULU,2018,8,AUG,T2M_MAX,29.28
BENGKULU,2018,9,SEP,T2M_MAX,29.85
BENGKULU,2018,10,OCT,T2M_MAX,30.37
BENGKULU,2018,11,NOV,T2M_MAX,30.07
BENGKULU,2018,12,DEC,T2M_MAX,28.89
BENGKULU,2019,1,JAN,T2M_MAX,30.16
BENGKULU,2019,2,FEB,T2M_MAX,31.32
BENGKULU,2019,3,MAR,T2M_MAX,30.51
BENGKULU,2019,4,APR,T2M_MAX,30.03
BENGKULU,2019,5,MAY,T2M_MAX,30.75
BENGKULU,2019,6,JUN,T2M_MAX,30.36
BENGKULU,2019,7,JUL,T2M_MAX,29.89
BENGKULU,2019,8,AUG,T2M_MAX,30.04
BENGKULU,2019,9,SEP,T2M_MAX,31.23
BENGKULU,2019,10,OCT,T2M_MAX,32.0
BENGKULU,2019,11,NOV,T2M_MAX,32.7
BENGKULU,2019,12,DEC,T2M_MAX,30.77
BENGKULU,2020,1,JAN,T2M_MAX,30.85
BENGKULU,2020,2,FEB,T2M_MAX,31.2
BENGKULU,2020,3,MAR,T2M_MAX,30.8
BENGKULU,2020,4,APR,T2M_MAX,30.69
BENGKULU,2020,5,MAY,T2M_MAX,31.09
BENGKULU,2020,6,JUN,T2M_MAX,30.33
BENGKULU,2020,7,JUL,T2M_MAX,29.92
BENGKULU,2020,8,AUG,T2M_MAX,30.39
BENGKULU,2020,9,SEP,T2M_MAX,30.12
BENGKULU,2020,10,OCT,T2M_MAX,29.56
BENGKULU,2020,11,NOV,T2M_MAX,31.09
BENGKULU,2020,12,DEC,T2M_MAX,28.97
BENGKULU,2021,1,JAN,T2M_MAX,29.44
BENGKULU,2021,2,FEB,T2M_MAX,30.07
BENGKULU,2021,3,MAR,T2M_MAX,30.72
BENGKULU,2021,4,APR,T2M_MAX,30.79
BENGKULU,2021,5,MAY,T2M_MAX,30.64
BENGKULU,2021,6,JUN,T2M_MAX,29.97
BENGKULU,2021,7,JUL,T2M_MAX,29.78
BENGKULU,2021,8,AUG,T2M_MAX,30.21
BENGKULU,2021,9,SEP,T2M_MAX,30.8
BENGKULU,2021,10,OCT,T2M_MAX,29.81
BENGKULU,2021,11,NOV,T2M_MAX,29.23
BENGKULU,2021,12,DEC,T2M_MAX,29.74
BENGKULU,2022,1,JAN,T2M_MAX,29.88
BENGKULU,2022,2,FEB,T2M_MAX,29.38
BENGKULU,2022,3,MAR,T2M_MAX,30.21
BENGKULU,2022,4,APR,T2M_MAX,30.35
BENGKULU,2022,5,MAY,T2M_MAX,30.74
BENGKULU,2022,6,JUN,T2M_MAX,29.45
BENGKULU,2022,7,JUL,T2M_MAX,30.63
BENGKULU,2022,8,AUG,T2M_MAX,30.01
BENGKULU,2022,9,SEP,T2M_MAX,29.76
BENGKULU,2022,10,OCT,T2M_MAX,29.54
BENGKULU,2022,11,NOV,T2M_MAX,28.75
BENGKULU,2022,12,DEC,T2M_MAX,30.31
BENGKULU,2023,1,JAN,T2M_MAX,29.34
BENGKULU,2023,2,FEB,T2M_MAX,29.52
BENGKULU,2023,3,MAR,T2M_MAX,30.55
BENGKULU,2023,4,APR,T2M_MAX,30.54
BENGKULU,2023,5,MAY,T2M_MAX,30.73
BENGKULU,2023,6,JUN,T2M_MAX,30.24
BENGKULU,2023,7,JUL,T2M_MAX,29.49
BENGKULU,2023,8,AUG,T2M_MAX,30.32
BENGKULU,2023,9,SEP,T2M_MAX,31.22
BENGKULU,2023,10,OCT,T2M_MAX,32.67
BENGKULU,2023,11,NOV,T2M_MAX,31.32
BENGKULU,2023,12,DEC,T2M_MAX,30.19
BENGKULU,2024,1,JAN,T2M_MAX,30.18
BENGKULU,2024,2,FEB,T2M_MAX,31.24
BENGKULU,2024,3,MAR,T2M_MAX,31.09
BENGKULU,2024,4,APR,T2M_MAX,31.6
BENGKULU,2024,5,MAY,T2M_MAX,31.58
BENGKULU,2024,6,JUN,T2M_MAX,30.8
BENGKULU,2024,7,JUL,T2M_MAX,31.22
BENGKULU,2024,8,AUG,T2M_MAX,30.24
BENGKULU,2024,9,SEP,T2M_MAX,31.97
BENGKULU,2024,10,OCT,T2M_MAX,32.8
BENGKULU,2024,11,NOV,T2M_MAX,30.73
BENGKULU,2024,12,DEC,T2M_MAX,29.34
BENGKULU,2010,1,JAN,T2M_MIN,23.15
BENGKULU,2010,2,FEB,T2M_MIN,23.48
BENGKULU,2010,3,MAR,T2M_MIN,22.87
BENGKULU,2010,4,APR,T2M_MIN,24.03
BENGKULU,2010,5,MAY,T2M_MIN,25.09
BENGKULU,2010,6,JUN,T2M_MIN,22.63
BENGKULU,2010,7,JUL,T2M_MIN,22.51
BENGKULU,2010,8,AUG,T2M_MIN,22.46
BENGKULU,2010,9,SEP,T2M_MIN,22.48
BENGKULU,2010,10,OCT,T2M_MIN,22.38
BENGKULU,2010,11,NOV,T2M_MIN,22.63
BENGKULU,2010,12,DEC,T2M_MIN,21.98
BENGKULU,2011,1,JAN,T2M_MIN,22.19
BENGKULU,2011,2,FEB,T2M_MIN,22.87
BENGKULU,2011,3,MAR,T2M_MIN,22.0
BENGKULU,2011,4,APR,T2M_MIN,23.29
BENGKULU,2011,5,MAY,T2M_MIN,23.7
BENGKULU,2011,6,JUN,T2M_MIN,23.42
BENGKULU,2011,7,JUL,T2M_MIN,22.95
BENGKULU,2011,8,AUG,T2M_MIN,22.14
BENGKULU,2011,9,SEP,T2M_MIN,21.9
BENGKULU,2011,10,OCT,T2M_MIN,22.61
BENGKULU,2011,11,NOV,T2M_MIN,22.34
BENGKULU,2011,12,DEC,T2M_MIN,23.33
BENGKULU,2012,1,JAN,T2M_MIN,22.59
BENGKULU,2012,2,FEB,T2M_MIN,22.96
BENGKULU,2012,3,MAR,T2M_MIN,22.89
BENGKULU,2012,4,APR,T2M_MIN,22.45
BENGKULU,2012,5,MAY,T2M_MIN,24.22
BENGKULU,2012,6,JUN,T2M_MIN,23.73
BENGKULU,2012,7,JUL,T2M_MIN,22.23
BENGKULU,2012,8,AUG,T2M_MIN,22.93
BENGKULU,2012,9,SEP,T2M_MIN,21.71
BENGKULU,2012,10,OCT,T2M_MIN,23.03
BENGKULU,2012,11,NOV,T2M_MIN,23.11
BENGKULU,2012,12,DEC,T2M_MIN,23.22
BENGKULU,2013,1,JAN,T2M_MIN,22.85
BENGKULU,2013,2,FEB,T2M_MIN,23.31
BENGKULU,2013,3,MAR,T2M_MIN,23.59
BENGKULU,2013,4,APR,T2M_MIN,23.71
BENGKULU,2013,5,MAY,T2M_MIN,23.57
BENGKULU,2013,6,JUN,T2M_MIN,23.2
BENGKULU,2013,7,JUL,T2M_MIN,23.08
BENGKULU,2013,8,AUG,T2M_MIN,22.12
BENGKULU,2013,9,SEP,T2M_MIN,22.58
BENGKULU,2013,10,OCT,T2M_MIN,22.96
BENGKULU,2013,11,NOV,T2M_MIN,23.02
BENGKULU,2013,12,DEC,T2M_MIN,22.83
BENGKULU,2014,1,JAN,T2M_MIN,22.58
BENGKULU,2014,2,FEB,T2M_MIN,22.28
BENGKULU,2014,3,MAR,T2M_MIN,23.8
BENGKULU,2014,4,APR,T2M_MIN,23.29
BENGKULU,2014,5,MAY,T2M_MIN,24.11
BENGKULU,2014,6,JUN,T2M_MIN,23.91
BENGKULU,2014,7,JUL,T2M_MIN,23.31
BENGKULU,2014,8,AUG,T2M_MIN,23.48
BENGKULU,2014,9,SEP,T2M_MIN,21.98
BENGKULU,2014,10,OCT,T2M_MIN,23.02
BENGKULU,2014,11,NOV,T2M_MIN,22.94
BENGKULU,2014,12,DEC,T2M_MIN,22.7
BENGKULU,2015,1,JAN,T2M_MIN,22.6
BENGKULU,2015,2,FEB,T2M_MIN,23.46
BENGKULU,2015,3,MAR,T2M_MIN,22.14
BENGKULU,2015,4,APR,T2M_MIN,23.25
BENGKULU,2015,5,MAY,T2M_MIN,23.53
BENGKULU,2015,6,JUN,T2M_MIN,23.51
BENGKULU,2015,7,JUL,T2M_MIN,21.95
BENGKULU,2015,8,AUG,T2M_MIN,22.83
BENGKULU,2015,9,SEP,T2M_MIN,21.74
BENGKULU,2015,10,OCT,T2M_MIN,23.09
BENGKULU,2015,11,NOV,T2M_MIN,23.63
BENGKULU,2015,12,DEC,T2M_MIN,22.95
BENGKULU,2016,1,JAN,T2M_MIN,23.4
BENGKULU,2016,2,FEB,T2M_MIN,23.1
BENGKULU,2016,3,MAR,T2M_MIN,24.09
BENGKULU,2016,4,APR,T2M_MIN,23.9
BENGKULU,2016,5,MAY,T2M_MIN,24.36
BENGKULU,2016,6,JUN,T2M_MIN,23.91
BENGKULU,2016,7,JUL,T2M_MIN,23.63
BENGKULU,2016,8,AUG,T2M_MIN,23.08
BENGKULU,2016,9,SEP,T2M_MIN,21.8
BENGKULU,2016,10,OCT,T2M_MIN,23.0
BENGKULU,2016,11,NOV,T2M_MIN,23.03
BENGKULU,2016,12,DEC,T2M_MIN,22.77
BENGKULU,2017,1,JAN,T2M_MIN,23.0
BENGKULU,2017,2,FEB,T2M_MIN,22.35
BENGKULU,2017,3,MAR,T2M_MIN,23.14
BENGKULU,2017,4,APR,T2M_MIN,23.62
BENGKULU,2017,5,MAY,T2M_MIN,24.15
BENGKULU,2017,6,JUN,T2M_MIN,23.29
BENGKULU,2017,7,JUL,T2M_MIN,22.87
BENGKULU,2017,8,AUG,T2M_MIN,22.86
BENGKULU,2017,9,SEP,T2M_MIN,23.09
BENGKULU,2017,10,OCT,T2M_MIN,23.4
BENGKULU,2017,11,NOV,T2M_MIN,23.13
BENGKULU,2017,12,DEC,T2M_MIN,23.17
BENGKULU,2018,1,JAN,T2M_MIN,21.68
BENGKULU,2018,2,FEB,T2M_MIN,23.22
BENGKULU,2018,3,MAR,T2M_MIN,23.42
BENGKULU,2018,4,APR,T2M_MIN,24.15
BENGKULU,2018,5,MAY,T2M_MIN,24.29
BENGKULU,2018,6,JUN,T2M_MIN,23.42
BENGKULU,2018,7,JUL,T2M_MIN,22.83
BENGKULU,2018,8,AUG,T2M_MIN,22.63
BENGKULU,2018,9,SEP,T2M_MIN,22.4
BENGKULU,2018,10,OCT,T2M_MIN,23.5
BENGKULU,2018,11,NOV,T2M_MIN,23.03
BENGKULU,2018,12,DEC,T2M_MIN,23.08
BENGKULU,2019,1,JAN,T2M_MIN,23.54
BENGKULU,2019,2,FEB,T2M_MIN,21.65
BENGKULU,2019,3,MAR,T2M_MIN,23.81
BENGKULU,2019,4,APR,T2M_MIN,23.63
BENGKULU,2019,5,MAY,T2M_MIN,23.78
BENGKULU,2019,6,JUN,T2M_MIN,23.57
BENGKULU,2019,7,JUL,T2M_MIN,21.8
BENGKULU,2019,8,AUG,T2M_MIN,21.38
BENGKULU,2019,9,SEP,T2M_MIN,20.3
BENGKULU,2019,10,OCT,T2M_MIN,21.27
BENGKULU,2019,11,NOV,T2M_MIN,22.6
BENGKULU,2019,12,DEC,T2M_MIN,23.05
BENGKULU,2020,1,JAN,T2M_MIN,23.4
BENGKULU,2020,2,FEB,T2M_MIN,23.77
