province,year,month,month_name,parameter,value
ACEH,2010,1,JAN,PRECTOTCORR,6.56
ACEH,2010,2,FEB,PRECTOTCORR,3.13
ACEH,2010,3,MAR,PRECTOTCORR,3.57
ACEH,2010,4,APR,PRECTOTCORR,5.28
ACEH,2010,5,MAY,PRECTOTCORR,2.84
ACEH,2010,6,JUN,PRECTOTCORR,7.65
ACEH,2010,7,JUL,PRECTOTCORR,3.42
ACEH,2010,8,AUG,PRECTOTCORR,2.23
ACEH,2010,9,SEP,PRECTOTCORR,3.84
ACEH,2010,10,OCT,PRECTOTCORR,3.97
ACEH,2010,11,NOV,PRECTOTCORR,10.29
ACEH,2010,12,DEC,PRECTOTCORR,8.25
ACEH,2011,1,JAN,PRECTOTCORR,6.03
ACEH,2011,2,FEB,PRECTOTCORR,3.15
ACEH,2011,3,MAR,PRECTOTCORR,10.25
ACEH,2011,4,APR,PRECTOTCORR,4.79
ACEH,2011,5,MAY,PRECTOTCORR,2.25
ACEH,2011,6,JUN,PRECTOTCORR,1.02
ACEH,2011,7,JUL,PRECTOTCORR,1.77
ACEH,2011,8,AUG,PRECTOTCORR,3.91
ACEH,2011,9,SEP,PRECTOTCORR,3.77
ACEH,2011,10,OCT,PRECTOTCORR,5.46
ACEH,2011,11,NOV,PRECTOTCORR,6.84
ACEH,2011,12,DEC,PRECTOTCORR,7.89
ACEH,2012,1,JAN,PRECTOTCORR,5.58
ACEH,2012,2,FEB,PRECTOTCORR,3.92
ACEH,2012,3,MAR,PRECTOTCORR,3.39
ACEH,2012,4,APR,PRECTOTCORR,2.88
ACEH,2012,5,MAY,PRECTOTCORR,3.97
ACEH,2012,6,JUN,PRECTOTCORR,1.55
ACEH,2012,7,JUL,PRECTOTCORR,2.04
ACEH,2012,8,AUG,PRECTOTCORR,1.96
ACEH,2012,9,SEP,PRECTOTCORR,3.42
ACEH,2012,10,OCT,PRECTOTCORR,5.45
ACEH,2012,11,NOV,PRECTOTCORR,7.77
ACEH,2012,12,DEC,PRECTOTCORR,6.97
ACEH,2013,1,JAN,PRECTOTCORR,8.91
ACEH,2013,2,FEB,PRECTOTCORR,6.43
ACEH,2013,3,MAR,PRECTOTCORR,3.33
ACEH,2013,4,APR,PRECTOTCORR,3.99
ACEH,2013,5,MAY,PRECTOTCORR,4.69
ACEH,2013,6,JUN,PRECTOTCORR,5.78
ACEH,2013,7,JUL,PRECTOTCORR,2.07
ACEH,2013,8,AUG,PRECTOTCORR,2.51
ACEH,2013,9,SEP,PRECTOTCORR,5.39
ACEH,2013,10,OCT,PRECTOTCORR,2.47
ACEH,2013,11,NOV,PRECTOTCORR,4.39
ACEH,2013,12,DEC,PRECTOTCORR,10.59
ACEH,2014,1,JAN,PRECTOTCORR,4.12
ACEH,2014,2,FEB,PRECTOTCORR,2.52
ACEH,2014,3,MAR,PRECTOTCORR,2.57
ACEH,2014,4,APR,PRECTOTCORR,2.89
ACEH,2014,5,MAY,PRECTOTCORR,2.9
ACEH,2014,6,JUN,PRECTOTCORR,2.42
ACEH,2014,7,JUL,PRECTOTCORR,1.61
ACEH,2014,8,AUG,PRECTOTCORR,5.75
ACEH,2014,9,SEP,PRECTOTCORR,4.88
ACEH,2014,10,OCT,PRECTOTCORR,11.46
ACEH,2014,11,NOV,PRECTOTCORR,12.05
ACEH,2014,12,DEC,PRECTOTCORR,17.47
ACEH,2015,1,JAN,PRECTOTCORR,3.9
ACEH,2015,2,FEB,PRECTOTCORR,2.06
ACEH,2015,3,MAR,PRECTOTCORR,3.47
ACEH,2015,4,APR,PRECTOTCORR,9.96
ACEH,2015,5,MAY,PRECTOTCORR,2.24
ACEH,2015,6,JUN,PRECTOTCORR,3.43
ACEH,2015,7,JUL,PRECTOTCORR,4.79
ACEH,2015,8,AUG,PRECTOTCORR,3.88
ACEH,2015,9,SEP,PRECTOTCORR,6.67
ACEH,2015,10,OCT,PRECTOTCORR,7.27
ACEH,2015,11,NOV,PRECTOTCORR,7.97
ACEH,2015,12,DEC,PRECTOTCORR,5.28
ACEH,2016,1,JAN,PRECTOTCORR,8.62
ACEH,2016,2,FEB,PRECTOTCORR,5.94
ACEH,2016,3,MAR,PRECTOTCORR,3.13
ACEH,2016,4,APR,PRECTOTCORR,2.71
ACEH,2016,5,MAY,PRECTOTCORR,8.19
ACEH,2016,6,JUN,PRECTOTCORR,3.47
ACEH,2016,7,JUL,PRECTOTCORR,3.3
ACEH,2016,8,AUG,PRECTOTCORR,11.07
ACEH,2016,9,SEP,PRECTOTCORR,3.31
ACEH,2016,10,OCT,PRECTOTCORR,9.63
ACEH,2016,11,NOV,PRECTOTCORR,12.56
ACEH,2016,12,DEC,PRECTOTCORR,7.51
ACEH,2017,1,JAN,PRECTOTCORR,12.01
ACEH,2017,2,FEB,PRECTOTCORR,3.61
ACEH,2017,3,MAR,PRECTOTCORR,7.32
ACEH,2017,4,APR,PRECTOTCORR,2.38
ACEH,2017,5,MAY,PRECTOTCORR,7.25
ACEH,2017,6,JUN,PRECTOTCORR,1.66
ACEH,2017,7,JUL,PRECTOTCORR,2.97
ACEH,2017,8,AUG,PRECTOTCORR,4.36
ACEH,2017,9,SEP,PRECTOTCORR,5.86
ACEH,2017,10,OCT,PRECTOTCORR,7.29
ACEH,2017,11,NOV,PRECTOTCORR,10.17
ACEH,2017,12,DEC,PRECTOTCORR,16.39
ACEH,2018,1,JAN,PRECTOTCORR,6.73
ACEH,2018,2,FEB,PRECTOTCORR,6.48
ACEH,2018,3,MAR,PRECTOTCORR,3.01
ACEH,2018,4,APR,PRECTOTCORR,7.18
ACEH,2018,5,MAY,PRECTOTCORR,9.18
ACEH,2018,6,JUN,PRECTOTCORR,2.82
ACEH,2018,7,JUL,PRECTOTCORR,4.47
ACEH,2018,8,AUG,PRECTOTCORR,3.73
ACEH,2018,9,SEP,PRECTOTCORR,5.38
ACEH,2018,10,OCT,PRECTOTCORR,8.98
ACEH,2018,11,NOV,PRECTOTCORR,14.35
ACEH,2018,12,DEC,PRECTOTCORR,11.43
ACEH,2019,1,JAN,PRECTOTCORR,4.33
ACEH,2019,2,FEB,PRECTOTCORR,5.18
ACEH,2019,3,MAR,PRECTOTCORR,4.5
ACEH,2019,4,APR,PRECTOTCORR,3.83
ACEH,2019,5,MAY,PRECTOTCORR,4.56
ACEH,2019,6,JUN,PRECTOTCORR,3.22
ACEH,2019,7,JUL,PRECTOTCORR,4.19
ACEH,2019,8,AUG,PRECTOTCORR,3.24
ACEH,2019,9,SEP,PRECTOTCORR,4.72
ACEH,2019,10,OCT,PRECTOTCORR,12.16
ACEH,2019,11,NOV,PRECTOTCORR,7.88
ACEH,2019,12,DEC,PRECTOTCORR,5.36
ACEH,2020,1,JAN,PRECTOTCORR,1.48
ACEH,2020,2,FEB,PRECTOTCORR,3.14
ACEH,2020,3,MAR,PRECTOTCORR,5.7
ACEH,2020,4,APR,PRECTOTCORR,9.12
ACEH,2020,5,MAY,PRECTOTCORR,18.77
ACEH,2020,6,JUN,PRECTOTCORR,3.38
ACEH,2020,7,JUL,PRECTOTCORR,6.1
ACEH,2020,8,AUG,PRECTOTCORR,4.06
ACEH,2020,9,SEP,PRECTOTCORR,6.17
ACEH,2020,10,OCT,PRECTOTCORR,6.71
ACEH,2020,11,NOV,PRECTOTCORR,13.04
ACEH,2020,12,DEC,PRECTOTCORR,9.11
ACEH,2021,1,JAN,PRECTOTCORR,14.73
ACEH,2021,2,FEB,PRECTOTCORR,2.47
ACEH,2021,3,MAR,PRECTOTCORR,9.81
ACEH,2021,4,APR,PRECTOTCORR,7.39
ACEH,2021,5,MAY,PRECTOTCORR,6.87
ACEH,2021,6,JUN,PRECTOTCORR,4.83
ACEH,2021,7,JUL,PRECTOTCORR,10.57
ACEH,2021,8,AUG,PRECTOTCORR,5.84
ACEH,2021,9,SEP,PRECTOTCORR,6.96
ACEH,2021,10,OCT,PRECTOTCORR,10.06
ACEH,2021,11,NOV,PRECTOTCORR,12.63
ACEH,2021,12,DEC,PRECTOTCORR,11.15
ACEH,2022,1,JAN,PRECTOTCORR,9.99
ACEH,2022,2,FEB,PRECTOTCORR,12.62
ACEH,2022,3,MAR,PRECTOTCORR,8.15
ACEH,2022,4,APR,PRECTOTCORR,2.35
ACEH,2022,5,MAY,PRECTOTCORR,4.52
ACEH,2022,6,JUN,PRECTOTCORR,7.54
ACEH,2022,7,JUL,PRECTOTCORR,5.54
ACEH,2022,8,AUG,PRECTOTCORR,6.06
ACEH,2022,9,SEP,PRECTOTCORR,4.91
ACEH,2022,10,OCT,PRECTOTCORR,11.76
ACEH,2022,11,NOV,PRECTOTCORR,8.48
ACEH,2022,12,DEC,PRECTOTCORR,13.37
ACEH,2023,1,JAN,PRECTOTCORR,14.72
ACEH,2023,2,FEB,PRECTOTCORR,9.48
ACEH,2023,3,MAR,PRECTOTCORR,5.5
ACEH,2023,4,APR,PRECTOTCORR,2.57
ACEH,2023,5,MAY,PRECTOTCORR,3.35
ACEH,2023,6,JUN,PRECTOTCORR,4.37
ACEH,2023,7,JUL,PRECTOTCORR,2.52
ACEH,2023,8,AUG,PRECTOTCORR,2.71
ACEH,2023,9,SEP,PRECTOTCORR,5.45
ACEH,2023,10,OCT,PRECTOTCORR,8.04
ACEH,2023,11,NOV,PRECTOTCORR,11.31
ACEH,2023,12,DEC,PRECTOTCORR,9.84
ACEH,2024,1,JAN,PRECTOTCORR,6.47
ACEH,2024,2,FEB,PRECTOTCORR,2.0
ACEH,2024,3,MAR,PRECTOTCORR,2.6
ACEH,2024,4,APR,PRECTOTCORR,3.98
ACEH,2024,5,MAY,PRECTOTCORR,5.24
ACEH,2024,6,JUN,PRECTOTCORR,1.89
ACEH,2024,7,JUL,PRECTOTCORR,5.72
ACEH,2024,8,AUG,PRECTOTCORR,6.79
ACEH,2024,9,SEP,PRECTOTCORR,8.54
ACEH,2024,10,OCT,PRECTOTCORR,4.18
ACEH,2024,11,NOV,PRECTOTCORR,8.44
ACEH,2024,12,DEC,PRECTOTCORR,7.87
ACEH,2010,1,JAN,RH2M,82.19
ACEH,2010,2,FEB,RH2M,79.23
ACEH,2010,3,MAR,RH2M,77.59
ACEH,2010,4,APR,RH2M,77.64
ACEH,2010,5,MAY,RH2M,76.18
ACEH,2010,6,JUN,RH2M,78.65
ACEH,2010,7,JUL,RH2M,77.09
ACEH,2010,8,AUG,RH2M,76.49
ACEH,2010,9,SEP,RH2M,76.16
ACEH,2010,10,OCT,RH2M,77.1
ACEH,2010,11,NOV,RH2M,81.82
ACEH,2010,12,DEC,RH2M,81.73
ACEH,2011,1,JAN,RH2M,81.34
ACEH,2011,2,FEB,RH2M,78.27
ACEH,2011,3,MAR,RH2M,79.16
ACEH,2011,4,APR,RH2M,79.22
ACEH,2011,5,MAY,RH2M,79.13
ACEH,2011,6,JUN,RH2M,76.42
ACEH,2011,7,JUL,RH2M,72.51
ACEH,2011,8,AUG,RH2M,73.53
ACEH,2011,9,SEP,RH2M,74.87
ACEH,2011,10,OCT,RH2M,79.52
ACEH,2011,11,NOV,RH2M,81.93
ACEH,2011,12,DEC,RH2M,83.35
ACEH,2012,1,JAN,RH2M,81.75
ACEH,2012,2,FEB,RH2M,80.93
ACEH,2012,3,MAR,RH2M,77.93
ACEH,2012,4,APR,RH2M,78.64
ACEH,2012,5,MAY,RH2M,78.26
ACEH,2012,6,JUN,RH2M,75.38
ACEH,2012,7,JUL,RH2M,74.96
ACEH,2012,8,AUG,RH2M,74.25
ACEH,2012,9,SEP,RH2M,72.98
ACEH,2012,10,OCT,RH2M,78.38
ACEH,2012,11,NOV,RH2M,80.55
ACEH,2012,12,DEC,RH2M,83.94
ACEH,2013,1,JAN,RH2M,81.99
ACEH,2013,2,FEB,RH2M,81.79
ACEH,2013,3,MAR,RH2M,77.86
ACEH,2013,4,APR,RH2M,77.14
ACEH,2013,5,MAY,RH2M,78.78
ACEH,2013,6,JUN,RH2M,80.77
ACEH,2013,7,JUL,RH2M,76.1
ACEH,2013,8,AUG,RH2M,75.71
ACEH,2013,9,SEP,RH2M,78.19
ACEH,2013,10,OCT,RH2M,76.55
ACEH,2013,11,NOV,RH2M,77.74
ACEH,2013,12,DEC,RH2M,84.67
ACEH,2014,1,JAN,RH2M,81.93
ACEH,2014,2,FEB,RH2M,76.61
ACEH,2014,3,MAR,RH2M,76.59
ACEH,2014,4,APR,RH2M,72.44
ACEH,2014,5,MAY,RH2M,75.76
ACEH,2014,6,JUN,RH2M,75.1
ACEH,2014,7,JUL,RH2M,73.6
ACEH,2014,8,AUG,RH2M,75.24
ACEH,2014,9,SEP,RH2M,76.33
ACEH,2014,10,OCT,RH2M,80.84
ACEH,2014,11,NOV,RH2M,82.63
ACEH,2014,12,DEC,RH2M,84.27
ACEH,2015,1,JAN,RH2M,81.33
ACEH,2015,2,FEB,RH2M,78.09
ACEH,2015,3,MAR,RH2M,75.04
ACEH,2015,4,APR,RH2M,79.25
ACEH,2015,5,MAY,RH2M,77.73
ACEH,2015,6,JUN,RH2M,76.6
ACEH,2015,7,JUL,RH2M,78.56
ACEH,2015,8,AUG,RH2M,78.08
ACEH,2015,9,SEP,RH2M,79.54
ACEH,2015,10,OCT,RH2M,80.48
ACEH,2015,11,NOV,RH2M,82.78
ACEH,2015,12,DEC,RH2M,82.35
ACEH,2016,1,JAN,RH2M,83.24
ACEH,2016,2,FEB,RH2M,82.65
ACEH,2016,3,MAR,RH2M,78.49
ACEH,2016,4,APR,RH2M,75.82
ACEH,2016,5,MAY,RH2M,77.25
ACEH,2016,6,JUN,RH2M,78.48
ACEH,2016,7,JUL,RH2M,77.42
ACEH,2016,8,AUG,RH2M,78.91
ACEH,2016,9,SEP,RH2M,80.67
ACEH,2016,10,OCT,RH2M,82.44
ACEH,2016,11,NOV,RH2M,83.27
ACEH,2016,12,DEC,RH2M,83.42
ACEH,2017,1,JAN,RH2M,83.48
ACEH,2017,2,FEB,RH2M,80.31
ACEH,2017,3,MAR,RH2M,78.88
ACEH,2017,4,APR,RH2M,77.88
ACEH,2017,5,MAY,RH2M,80.68
ACEH,2017,6,JUN,RH2M,78.21
ACEH,2017,7,JUL,RH2M,75.07
ACEH,2017,8,AUG,RH2M,76.08
ACEH,2017,9,SEP,RH2M,77.8
ACEH,2017,10,OCT,RH2M,77.56
ACEH,2017,11,NOV,RH2M,80.89
ACEH,2017,12,DEC,RH2M,83.52
ACEH,2018,1,JAN,RH2M,79.67
ACEH,2018,2,FEB,RH2M,78.61
ACEH,2018,3,MAR,RH2M,79.17
ACEH,2018,4,APR,RH2M,79.38
ACEH,2018,5,MAY,RH2M,81.05
ACEH,2018,6,JUN,RH2M,77.31
ACEH,2018,7,JUL,RH2M,78.57
ACEH,2018,8,AUG,RH2M,79.0
ACEH,2018,9,SEP,RH2M,79.68
ACEH,2018,10,OCT,RH2M,81.88
ACEH,2018,11,NOV,RH2M,82.11
ACEH,2018,12,DEC,RH2M,81.14
ACEH,2019,1,JAN,RH2M,80.89
ACEH,2019,2,FEB,RH2M,79.66
ACEH,2019,3,MAR,RH2M,77.7
ACEH,2019,4,APR,RH2M,76.77
ACEH,2019,5,MAY,RH2M,77.89
ACEH,2019,6,JUN,RH2M,78.61
ACEH,2019,7,JUL,RH2M,75.99
ACEH,2019,8,AUG,RH2M,76.48
ACEH,2019,9,SEP,RH2M,76.44
ACEH,2019,10,OCT,RH2M,82.89
ACEH,2019,11,NOV,RH2M,83.54
ACEH,2019,12,DEC,RH2M,84.41
ACEH,2020,1,JAN,RH2M,80.48
ACEH,2020,2,FEB,RH2M,79.14
ACEH,2020,3,MAR,RH2M,75.95
ACEH,2020,4,APR,RH2M,79.25
ACEH,2020,5,MAY,RH2M,81.9
ACEH,2020,6,JUN,RH2M,77.8
ACEH,2020,7,JUL,RH2M,78.38
ACEH,2020,8,AUG,RH2M,77.76
ACEH,2020,9,SEP,RH2M,77.96
ACEH,2020,10,OCT,RH2M,80.01
ACEH,2020,11,NOV,RH2M,81.65
ACEH,2020,12,DEC,RH2M,82.89
ACEH,2021,1,JAN,RH2M,83.39
ACEH,2021,2,FEB,RH2M,78.76
ACEH,2021,3,MAR,RH2M,79.22
ACEH,2021,4,APR,RH2M,79.71
ACEH,2021,5,MAY,RH2M,80.42
ACEH,2021,6,JUN,RH2M,77.51
ACEH,2021,7,JUL,RH2M,79.9
ACEH,2021,8,AUG,RH2M,79.16
ACEH,2021,9,SEP,RH2M,76.18
ACEH,2021,10,OCT,RH2M,79.45
ACEH,2021,11,NOV,RH2M,81.1
ACEH,2021,12,DEC,RH2M,82.93
ACEH,2022,1,JAN,RH2M,81.81
ACEH,2022,2,FEB,RH2M,80.36
ACEH,2022,3,MAR,RH2M,79.28
ACEH,2022,4,APR,RH2M,77.05
ACEH,2022,5,MAY,RH2M,77.34
ACEH,2022,6,JUN,RH2M,78.71
ACEH,2022,7,JUL,RH2M,79.5
ACEH,2022,8,AUG,RH2M,78.21
ACEH,2022,9,SEP,RH2M,77.93
ACEH,2022,10,OCT,RH2M,80.76
ACEH,2022,11,NOV,RH2M,82.19
ACEH,2022,12,DEC,RH2M,84.21
ACEH,2023,1,JAN,RH2M,81.51
ACEH,2023,2,FEB,RH2M,81.9
ACEH,2023,3,MAR,RH2M,79.79
ACEH,2023,4,APR,RH2M,77.42
ACEH,2023,5,MAY,RH2M,76.97
ACEH,2023,6,JUN,RH2M,75.27
ACEH,2023,7,JUL,RH2M,76.65
ACEH,2023,8,AUG,RH2M,76.45
ACEH,2023,9,SEP,RH2M,76.87
ACEH,2023,10,OCT,RH2M,81.72
ACEH,2023,11,NOV,RH2M,84.33
ACEH,2023,12,DEC,RH2M,86.22
ACEH,2024,1,JAN,RH2M,84.71
ACEH,2024,2,FEB,RH2M,81.3
ACEH,2024,3,MAR,RH2M,77.69
ACEH,2024,4,APR,RH2M,77.44
ACEH,2024,5,MAY,RH2M,79.19
ACEH,2024,6,JUN,RH2M,74.23
ACEH,2024,7,JUL,RH2M,76.31
ACEH,2024,8,AUG,RH2M,79.22
ACEH,2024,9,SEP,RH2M,80.34
ACEH,2024,10,OCT,RH2M,80.89
ACEH,2024,11,NOV,RH2M,81.32
ACEH,2024,12,DEC,RH2M,81.42
ACEH,2010,1,JAN,T2M,26.27
ACEH,2010,2,FEB,T2M,27.2
ACEH,2010,3,MAR,T2M,27.56
ACEH,2010,4,APR,T2M,28.15
ACEH,2010,5,MAY,T2M,28.39
ACEH,2010,6,JUN,T2M,27.27
ACEH,2010,7,JUL,T2M,26.91
ACEH,2010,8,AUG,T2M,26.92
ACEH,2010,9,SEP,T2M,27.0
ACEH,2010,10,OCT,T2M,26.77
ACEH,2010,11,NOV,T2M,26.0
ACEH,2010,12,DEC,T2M,25.54
ACEH,2011,1,JAN,T2M,25.77
ACEH,2011,2,FEB,T2M,26.6
ACEH,2011,3,MAR,T2M,26.51
ACEH,2011,4,APR,T2M,26.81
ACEH,2011,5,MAY,T2M,27.32
ACEH,2011,6,JUN,T2M,27.55
ACEH,2011,7,JUL,T2M,27.45
ACEH,2011,8,AUG,T2M,27.29
ACEH,2011,9,SEP,T2M,27.06
ACEH,2011,10,OCT,T2M,26.56
ACEH,2011,11,NOV,T2M,26.34
ACEH,2011,12,DEC,T2M,26.18
ACEH,2012,1,JAN,T2M,26.04
ACEH,2012,2,FEB,T2M,26.6
ACEH,2012,3,MAR,T2M,26.58
ACEH,2012,4,APR,T2M,27.08
ACEH,2012,5,MAY,T2M,27.4
ACEH,2012,6,JUN,T2M,27.38
ACEH,2012,7,JUL,T2M,27.16
ACEH,2012,8,AUG,T2M,27.38
ACEH,2012,9,SEP,T2M,27.13
ACEH,2012,10,OCT,T2M,26.8
ACEH,2012,11,NOV,T2M,26.46
ACEH,2012,12,DEC,T2M,26.27
ACEH,2013,1,JAN,T2M,26.38
ACEH,2013,2,FEB,T2M,26.29
ACEH,2013,3,MAR,T2M,27.6
ACEH,2013,4,APR,T2M,27.5
ACEH,2013,5,MAY,T2M,27.41
ACEH,2013,6,JUN,T2M,26.96
ACEH,2013,7,JUL,T2M,26.88
ACEH,2013,8,AUG,T2M,26.85
ACEH,2013,9,SEP,T2M,26.63
ACEH,2013,10,OCT,T2M,26.59
ACEH,2013,11,NOV,T2M,26.67
ACEH,2013,12,DEC,T2M,25.98
ACEH,2014,1,JAN,T2M,25.73
ACEH,2014,2,FEB,T2M,26.33
ACEH,2014,3,MAR,T2M,27.46
ACEH,2014,4,APR,T2M,28.02
ACEH,2014,5,MAY,T2M,28.07
ACEH,2014,6,JUN,T2M,28.06
ACEH,2014,7,JUL,T2M,27.72
ACEH,2014,8,AUG,T2M,26.92
ACEH,2014,9,SEP,T2M,26.84
ACEH,2014,10,OCT,T2M,26.45
ACEH,2014,11,NOV,T2M,26.19
ACEH,2014,12,DEC,T2M,26.11
ACEH,2015,1,JAN,T2M,26.1
ACEH,2015,2,FEB,T2M,26.38
ACEH,2015,3,MAR,T2M,27.68
ACEH,2015,4,APR,T2M,27.27
ACEH,2015,5,MAY,T2M,27.59
ACEH,2015,6,JUN,T2M,27.52
ACEH,2015,7,JUL,T2M,27.25
ACEH,2015,8,AUG,T2M,26.92
ACEH,2015,9,SEP,T2M,26.71
ACEH,2015,10,OCT,T2M,26.89
ACEH,2015,11,NOV,T2M,26.38
ACEH,2015,12,DEC,T2M,26.69
ACEH,2016,1,JAN,T2M,26.99
ACEH,2016,2,FEB,T2M,26.82
ACEH,2016,3,MAR,T2M,27.92
ACEH,2016,4,APR,T2M,28.7
ACEH,2016,5,MAY,T2M,28.37
ACEH,2016,6,JUN,T2M,27.2
ACEH,2016,7,JUL,T2M,27.02
ACEH,2016,8,AUG,T2M,27.02
ACEH,2016,9,SEP,T2M,26.46
ACEH,2016,10,OCT,T2M,26.14
ACEH,2016,11,NOV,T2M,26.35
ACEH,2016,12,DEC,T2M,25.95
ACEH,2017,1,JAN,T2M,25.77
ACEH,2017,2,FEB,T2M,26.39
ACEH,2017,3,MAR,T2M,26.89
ACEH,2017,4,APR,T2M,27.41
ACEH,2017,5,MAY,T2M,27.52
ACEH,2017,6,JUN,T2M,27.44
ACEH,2017,7,JUL,T2M,27.49
ACEH,2017,8,AUG,T2M,27.12
ACEH,2017,9,SEP,T2M,26.82
ACEH,2017,10,OCT,T2M,26.99
ACEH,2017,11,NOV,T2M,26.48
ACEH,2017,12,DEC,T2M,26.19
ACEH,2018,1,JAN,T2M,26.2
ACEH,2018,2,FEB,T2M,26.76
ACEH,2018,3,MAR,T2M,27.29
ACEH,2018,4,APR,T2M,27.5
ACEH,2018,5,MAY,T2M,27.29
ACEH,2018,6,JUN,T2M,27.43
ACEH,2018,7,JUL,T2M,26.99
ACEH,2018,8,AUG,T2M,26.86
ACEH,2018,9,SEP,T2M,26.48
ACEH,2018,10,OCT,T2M,26.3
ACEH,2018,11,NOV,T2M,26.4
ACEH,2018,12,DEC,T2M,26.35
ACEH,2019,1,JAN,T2M,26.63
ACEH,2019,2,FEB,T2M,27.15
ACEH,2019,3,MAR,T2M,27.57
ACEH,2019,4,APR,T2M,28.22
ACEH,2019,5,MAY,T2M,27.95
ACEH,2019,6,JUN,T2M,27.67
ACEH,2019,7,JUL,T2M,27.59
ACEH,2019,8,AUG,T2M,27.29
ACEH,2019,9,SEP,T2M,27.42
ACEH,2019,10,OCT,T2M,26.19
ACEH,2019,11,NOV,T2M,26.45
ACEH,2019,12,DEC,T2M,26.23
ACEH,2020,1,JAN,T2M,26.71
ACEH,2020,2,FEB,T2M,27.06
ACEH,2020,3,MAR,T2M,27.9
ACEH,2020,4,APR,T2M,27.64
ACEH,2020,5,MAY,T2M,27.33
ACEH,2020,6,JUN,T2M,27.24
ACEH,2020,7,JUL,T2M,26.91
ACEH,2020,8,AUG,T2M,27.27
ACEH,2020,9,SEP,T2M,26.62
ACEH,2020,10,OCT,T2M,26.41
ACEH,2020,11,NOV,T2M,26.56
ACEH,2020,12,DEC,T2M,25.99
ACEH,2021,1,JAN,T2M,26.1
ACEH,2021,2,FEB,T2M,26.89
ACEH,2021,3,MAR,T2M,27.13
ACEH,2021,4,APR,T2M,27.07
ACEH,2021,5,MAY,T2M,27.41
ACEH,2021,6,JUN,T2M,27.09
ACEH,2021,7,JUL,T2M,26.84
ACEH,2021,8,AUG,T2M,26.58
ACEH,2021,9,SEP,T2M,26.98
ACEH,2021,10,OCT,T2M,26.78
ACEH,2021,11,NOV,T2M,26.16
ACEH,2021,12,DEC,T2M,26.16
ACEH,2022,1,JAN,T2M,26.4
ACEH,2022,2,FEB,T2M,26.65
ACEH,2022,3,MAR,T2M,27.02
ACEH,2022,4,APR,T2M,27.57
ACEH,2022,5,MAY,T2M,27.76
ACEH,2022,6,JUN,T2M,26.92
ACEH,2022,7,JUL,T2M,27.13
ACEH,2022,8,AUG,T2M,26.99
ACEH,2022,9,SEP,T2M,26.69
ACEH,2022,10,OCT,T2M,26.43
ACEH,2022,11,NOV,T2M,26.01
ACEH,2022,12,DEC,T2M,25.78
ACEH,2023,1,JAN,T2M,26.14
ACEH,2023,2,FEB,T2M,26.43
ACEH,2023,3,MAR,T2M,27.06
ACEH,2023,4,APR,T2M,28.08
ACEH,2023,5,MAY,T2M,28.42
ACEH,2023,6,JUN,T2M,28.14
ACEH,2023,7,JUL,T2M,27.81
ACEH,2023,8,AUG,T2M,27.73
ACEH,2023,9,SEP,T2M,27.51
ACEH,2023,10,OCT,T2M,26.95
ACEH,2023,11,NOV,T2M,26.61
ACEH,2023,12,DEC,T2M,26.69
ACEH,2024,1,JAN,T2M,26.95
ACEH,2024,2,FEB,T2M,27.61
ACEH,2024,3,MAR,T2M,28.24
ACEH,2024,4,APR,T2M,28.94
ACEH,2024,5,MAY,T2M,28.71
ACEH,2024,6,JUN,T2M,28.42
ACEH,2024,7,JUL,T2M,28.05
ACEH,2024,8,AUG,T2M,27.32
ACEH,2024,9,SEP,T2M,27.14
ACEH,2024,10,OCT,T2M,26.99
ACEH,2024,11,NOV,T2M,26.93
ACEH,2024,12,DEC,T2M,26.6
ACEH,2010,1,JAN,T2M_MAX,29.37
ACEH,2010,2,FEB,T2M_MAX,30.98
ACEH,2010,3,MAR,T2M_MAX,32.21
ACEH,2010,4,APR,T2M_MAX,32.21
ACEH,2010,5,MAY,T2M_MAX,32.22
ACEH,2010,6,JUN,T2M_MAX,31.04
ACEH,2010,7,JUL,T2M_MAX,31.01
ACEH,2010,8,AUG,T2M_MAX,31.3
ACEH,2010,9,SEP,T2M_MAX,30.88
ACEH,2010,10,OCT,T2M_MAX,30.76
ACEH,2010,11,NOV,T2M_MAX,29.48
ACEH,2010,12,DEC,T2M_MAX,28.93
ACEH,2011,1,JAN,T2M_MAX,28.87
ACEH,2011,2,FEB,T2M_MAX,29.92
ACEH,2011,3,MAR,T2M_MAX,30.81
ACEH,2011,4,APR,T2M_MAX,29.85
ACEH,2011,5,MAY,T2M_MAX,30.4
ACEH,2011,6,JUN,T2M_MAX,30.87
ACEH,2011,7,JUL,T2M_MAX,31.95
ACEH,2011,8,AUG,T2M_MAX,31.88
ACEH,2011,9,SEP,T2M_MAX,31.34
ACEH,2011,10,OCT,T2M_MAX,30.72
ACEH,2011,11,NOV,T2M_MAX,30.21
ACEH,2011,12,DEC,T2M_MAX,29.2
ACEH,2012,1,JAN,T2M_MAX,29.6
ACEH,2012,2,FEB,T2M_MAX,29.47
ACEH,2012,3,MAR,T2M_MAX,30.32
ACEH,2012,4,APR,T2M_MAX,31.27
ACEH,2012,5,MAY,T2M_MAX,31.96
ACEH,2012,6,JUN,T2M_MAX,31.5
ACEH,2012,7,JUL,T2M_MAX,31.18
ACEH,2012,8,AUG,T2M_MAX,31.42
ACEH,2012,9,SEP,T2M_MAX,31.73
ACEH,2012,10,OCT,T2M_MAX,31.3
